President_Name,Start_Date,End_Date,Approval,Disapproval,Unsure/No_Data
Barack Obama,3/29/09,3/31/09,60,29,11
Barack Obama,3/28/09,3/30/09,59,30,11
Barack Obama,3/27/09,3/29/09,60,30,10
Barack Obama,3/26/09,3/28/09,60,31,9
Barack Obama,3/25/09,3/27/09,62,29,9
Barack Obama,3/24/09,3/26/09,62,27,11
Barack Obama,3/23/09,3/25/09,62,29,9
Barack Obama,3/22/09,3/24/09,63,27,10
Barack Obama,3/21/09,3/23/09,63,27,10
Barack Obama,3/20/09,3/22/09,65,26,9
Barack Obama,3/19/09,3/21/09,65,26,9
Barack Obama,3/18/09,3/20/09,64,26,10
Barack Obama,3/17/09,3/19/09,62,27,11
Barack Obama,3/16/09,3/18/09,62,27,11
Barack Obama,3/15/09,3/17/09,61,28,11
Barack Obama,3/14/09,3/16/09,62,27,11
Barack Obama,3/13/09,3/15/09,61,28,11
Barack Obama,3/12/09,3/14/09,61,29,10
Barack Obama,3/11/09,3/13/09,61,28,11
Barack Obama,3/10/09,3/12/09,62,27,11
Barack Obama,3/9/09,3/11/09,63,27,10
Barack Obama,3/8/09,3/10/09,62,27,11
Barack Obama,3/7/09,3/9/09,62,26,12
Barack Obama,3/6/09,3/8/09,62,25,13
Barack Obama,3/5/09,3/7/09,62,26,12
Barack Obama,3/4/09,3/6/09,62,26,12
Barack Obama,3/3/09,3/5/09,62,28,10
Barack Obama,3/2/09,3/4/09,62,28,10
Barack Obama,3/1/09,3/3/09,61,28,11
Barack Obama,2/28/09,3/2/09,62,26,12
Barack Obama,2/27/09,3/1/09,63,25,12
Barack Obama,2/26/09,2/28/09,64,23,13
Barack Obama,2/25/09,2/27/09,67,21,12
Barack Obama,2/24/09,2/26/09,67,21,12
Barack Obama,2/23/09,2/25/09,65,21,14
Barack Obama,2/22/09,2/24/09,61,24,15
Barack Obama,2/21/09,2/23/09,59,25,16
Barack Obama,2/20/09,2/22/09,62,25,13
Barack Obama,2/18/09,2/20/09,63,24,13
Barack Obama,2/17/09,2/19/09,63,24,13
Barack Obama,2/16/09,2/18/09,62,25,13
Barack Obama,2/15/09,2/17/09,62,25,13
Barack Obama,2/14/09,2/16/09,62,25,13
Barack Obama,2/12/09,2/15/09,64,23,13
Barack Obama,2/11/09,2/14/09,66,21,13
Barack Obama,2/10/09,2/12/09,66,21,13
Barack Obama,2/9/09,2/11/09,64,21,15
Barack Obama,2/8/09,2/10/09,63,22,15
Barack Obama,2/7/09,2/9/09,63,23,14
Barack Obama,2/6/09,2/8/09,66,21,13
Barack Obama,2/5/09,2/7/09,64,22,14
Barack Obama,2/4/09,2/6/09,65,20,15
Barack Obama,2/3/09,2/5/09,63,21,16
Barack Obama,2/2/09,2/4/09,65,20,15
Barack Obama,2/1/09,2/3/09,65,20,15
Barack Obama,1/31/09,2/2/09,66,19,15
Barack Obama,1/30/09,2/1/09,66,19,15
Barack Obama,1/29/09,1/31/09,67,18,15
Barack Obama,1/28/09,1/30/09,67,17,16
Barack Obama,1/27/09,1/29/09,66,17,17
Barack Obama,1/26/09,1/28/09,64,17,19
Barack Obama,1/25/09,1/27/09,64,16,20
Barack Obama,1/24/09,1/26/09,65,15,20
Barack Obama,1/23/09,1/25/09,67,14,19
Barack Obama,1/22/09,1/24/09,69,13,18
Barack Obama,1/21/09,1/23/09,68,12,2
George W. Bush,1/9/09,1/11/09,34,61,5
George W. Bush,12/12/08,12/14/08,29,67,4
George W. Bush,12/4/08,12/7/08,32,61,7
George W. Bush,11/13/08,11/16/08,29,66,4
George W. Bush,11/7/08,11/9/08,28,68,5
George W. Bush,10/31/08,11/2/08,25,70,5
George W. Bush,10/23/08,10/26/08,31,66,3
George W. Bush,10/10/08,10/12/08,25,71,4
George W. Bush,10/3/08,10/5/08,25,70,6
George W. Bush,9/26/08,9/27/08,27,69,4
George W. Bush,9/5/08,9/7/08,33,64,3
George W. Bush,8/21/08,8/23/08,29,66,5
George W. Bush,8/7/08,8/10/08,33,61,6
George W. Bush,7/25/08,7/27/08,32,65,3
George W. Bush,7/10/08,7/13/08,31,61,8
George W. Bush,6/15/08,6/19/08,28,68,4
George W. Bush,6/9/08,6/12/08,30,64,6
George W. Bush,5/30/08,6/1/08,28,68,4
George W. Bush,5/1/08,5/3/08,28,67,5
George W. Bush,4/18/08,4/20/08,28,69,4
George W. Bush,4/6/08,4/9/08,28,67,5
George W. Bush,3/14/08,3/16/08,32,64,4
George W. Bush,3/6/08,3/9/08,32,64,4
George W. Bush,2/21/08,2/24/08,32,62,5
George W. Bush,2/11/08,2/14/08,31,65,4
George W. Bush,2/8/08,2/10/08,33,61,5
George W. Bush,1/30/08,2/2/08,34,61,5
George W. Bush,1/10/08,1/13/08,34,60,6
George W. Bush,1/4/08,1/6/08,32,64,4
George W. Bush,12/14/07,12/16/07,32,65,3
George W. Bush,12/6/07,12/9/07,37,57,5
George W. Bush,11/30/07,12/2/07,34,62,4
George W. Bush,11/11/07,11/14/07,32,61,7
George W. Bush,11/2/07,11/4/07,31,64,5
George W. Bush,10/12/07,10/14/07,32,64,3
George W. Bush,10/4/07,10/7/07,32,64,4
George W. Bush,9/14/07,9/16/07,36,62,2
George W. Bush,9/7/07,9/8/07,33,62,5
George W. Bush,8/13/07,8/16/07,32,63,5
George W. Bush,8/3/07,8/5/07,34,62,4
George W. Bush,7/12/07,7/15/07,31,63,6
George W. Bush,7/6/07,7/8/07,29,66,5
George W. Bush,6/11/07,6/14/07,32,65,3
George W. Bush,6/1/07,6/3/07,32,62,6
George W. Bush,5/10/07,5/13/07,33,62,5
George W. Bush,5/4/07,5/6/07,34,63,3
George W. Bush,4/13/07,4/15/07,36,60,4
George W. Bush,4/2/07,4/5/07,38,58,4
George W. Bush,3/23/07,3/25/07,34,62,4
George W. Bush,3/11/07,3/14/07,35,61,4
George W. Bush,3/2/07,3/4/07,33,63,4
George W. Bush,2/9/07,2/11/07,37,59,3
George W. Bush,2/1/07,2/4/07,32,65,4
George W. Bush,1/12/07,1/14/07,34,63,4
George W. Bush,1/5/07,1/7/07,37,59,4
George W. Bush,12/11/06,12/14/06,35,61,4
George W. Bush,12/8/06,12/10/06,38,59,4
George W. Bush,11/9/06,11/12/06,33,62,4
George W. Bush,11/2/06,11/5/06,38,56,6
George W. Bush,10/20/06,10/22/06,37,58,4
George W. Bush,10/9/06,10/12/06,37,57,6
George W. Bush,10/6/06,10/8/06,37,59,4
George W. Bush,9/15/06,9/17/06,44,51,5
George W. Bush,9/7/06,9/10/06,39,56,5
George W. Bush,8/18/06,8/20/06,42,54,4
George W. Bush,8/7/06,8/10/06,37,59,4
George W. Bush,7/28/06,7/30/06,40,56,4
George W. Bush,7/21/06,7/23/06,37,59,4
George W. Bush,7/6/06,7/9/06,40,55,5
George W. Bush,6/23/06,6/25/06,37,60,3
George W. Bush,6/9/06,6/11/06,38,56,6
George W. Bush,6/1/06,6/4/06,36,57,6
George W. Bush,5/8/06,5/11/06,33,61,6
George W. Bush,5/5/06,5/7/06,31,65,5
George W. Bush,4/28/06,4/30/06,34,63,3
George W. Bush,4/10/06,4/13/06,36,59,5
George W. Bush,4/7/06,4/9/06,37,60,3
George W. Bush,3/13/06,3/16/06,37,59,5
George W. Bush,3/10/06,3/12/06,36,60,4
George W. Bush,2/28/06,3/1/06,38,60,2
George W. Bush,2/9/06,2/12/06,39,56,4
George W. Bush,2/6/06,2/9/06,42,55,4
George W. Bush,1/20/06,1/22/06,43,54,4
George W. Bush,1/9/06,1/12/06,43,53,4
George W. Bush,1/6/06,1/8/06,43,54,3
George W. Bush,12/19/05,12/22/05,43,53,4
George W. Bush,12/16/05,12/18/05,41,56,3
George W. Bush,12/9/05,12/11/05,42,55,3
George W. Bush,12/5/05,12/8/05,43,51,4
George W. Bush,11/17/05,11/20/05,38,56,4
George W. Bush,11/11/05,11/13/05,36,60,3
George W. Bush,11/7/05,11/10/05,40,54,4
George W. Bush,10/28/05,10/30/05,40,56,2
George W. Bush,10/24/05,10/27/05,40,55,3
George W. Bush,10/21/05,10/23/05,41,54,3
George W. Bush,10/13/05,10/16/05,39,57,3
George W. Bush,9/26/05,9/28/05,45,50,4
George W. Bush,9/16/05,9/18/05,39,57,2
George W. Bush,9/12/05,9/15/05,44,52,3
George W. Bush,9/8/05,9/11/05,46,50,3
George W. Bush,8/28/05,8/30/05,45,52,2
George W. Bush,8/22/05,8/25/05,39,55,4
George W. Bush,8/8/05,8/11/05,45,50,4
George W. Bush,7/22/05,7/24/05,48,47,3
George W. Bush,7/7/05,7/10/05,48,48,3
George W. Bush,6/6/05,6/26/05,41,52,6
George W. Bush,6/16/05,6/19/05,47,50,2
George W. Bush,6/6/05,6/8/05,47,48,4
George W. Bush,5/23/05,5/26/05,47,47,4
George W. Bush,5/20/05,5/22/05,45,50,3
George W. Bush,5/2/05,5/5/05,50,45,4
George W. Bush,4/29/05,5/1/05,47,49,3
George W. Bush,4/18/05,4/21/05,47,48,3
George W. Bush,4/4/05,4/7/05,50,44,4
George W. Bush,4/1/05,4/2/05,47,48,3
George W. Bush,3/18/05,3/20/05,51,44,4
George W. Bush,3/7/05,3/10/05,52,43,4
George W. Bush,2/25/05,2/27/05,52,45,2
George W. Bush,2/21/05,2/24/05,51,45,3
George W. Bush,2/7/05,2/10/05,48,47,3
George W. Bush,2/4/05,2/6/05,57,39,3
George W. Bush,1/7/05,1/9/05,51,44,3
George W. Bush,1/3/05,1/5/05,51,44,3
George W. Bush,12/17/04,12/19/04,49,46,4
George W. Bush,12/5/04,12/8/04,52,44,3
George W. Bush,11/7/04,11/10/04,53,44,2
George W. Bush,10/29/04,10/31/04,47,47,4
George W. Bush,10/22/04,10/24/04,50,46,3
George W. Bush,10/14/04,10/16/04,51,46,2
George W. Bush,10/11/04,10/14/04,48,48,2
George W. Bush,10/9/04,10/10/04,47,48,3
George W. Bush,10/1/04,10/3/04,49,48,1
George W. Bush,9/24/04,9/26/04,53,44,1
George W. Bush,9/13/04,9/15/04,51,45,3
George W. Bush,9/3/04,9/5/04,51,46,2
George W. Bush,8/23/04,8/25/04,49,46,3
George W. Bush,8/9/04,8/11/04,51,45,3
George W. Bush,7/30/04,7/31/04,46,49,3
George W. Bush,7/19/04,7/21/04,48,47,3
George W. Bush,7/8/04,7/11/04,47,49,3
George W. Bush,6/9/04,6/29/04,52,44,2
George W. Bush,6/21/04,6/23/04,47,48,3
George W. Bush,6/3/04,6/6/04,48,49,2
George W. Bush,5/21/04,5/23/04,46,48,4
George W. Bush,5/7/04,5/9/04,46,50,2
George W. Bush,5/2/04,5/4/04,48,48,3
George W. Bush,4/16/04,4/18/04,51,44,3
George W. Bush,4/5/04,4/8/04,51,45,3
George W. Bush,3/26/04,3/28/04,54,43,2
George W. Bush,3/8/04,3/11/04,51,45,2
George W. Bush,3/5/04,3/7/04,50,46,2
George W. Bush,2/16/04,2/17/04,52,45,2
George W. Bush,2/9/04,2/12/04,51,45,2
George W. Bush,2/6/04,2/8/04,51,44,4
George W. Bush,1/29/04,2/1/04,51,46,2
George W. Bush,1/12/04,1/15/04,53,43,2
George W. Bush,1/9/04,1/11/04,58,37,3
George W. Bush,1/2/04,1/5/04,60,35,4
George W. Bush,12/15/03,12/16/03,62,34,2
George W. Bush,12/11/03,12/14/03,55,40,3
George W. Bush,11/14/03,11/16/03,50,46,3
George W. Bush,11/3/03,11/5/03,53,43,3
George W. Bush,10/24/03,10/27/03,62,34,3
George W. Bush,10/24/03,10/26/03,53,42,4
George W. Bush,10/10/03,10/12/03,55,40,3
George W. Bush,10/6/03,10/8/03,54,41,3
George W. Bush,9/19/03,9/21/03,49,47,3
George W. Bush,9/8/03,9/10/03,52,42,4
George W. Bush,8/25/03,8/26/03,59,37,3
George W. Bush,8/4/03,8/6/03,60,35,3
George W. Bush,7/18/03,7/20/03,59,37,3
George W. Bush,7/7/03,7/9/03,62,33,4
George W. Bush,6/27/03,6/29/03,61,35,3
George W. Bush,6/12/03,6/15/03,56,36,6
George W. Bush,6/9/03,6/10/03,61,34,3
George W. Bush,5/30/03,6/1/03,63,32,4
George W. Bush,5/19/03,5/21/03,65,30,3
George W. Bush,5/5/03,5/7/03,69,28,2
George W. Bush,4/22/03,4/23/03,70,26,3
George W. Bush,4/14/03,4/16/03,70,24,4
George W. Bush,4/7/03,4/9/03,68,26,4
George W. Bush,4/5/03,4/6/03,70,26,3
George W. Bush,3/29/03,3/30/03,70,25,3
George W. Bush,3/24/03,3/25/03,69,27,3
George W. Bush,3/22/03,3/23/03,70,25,3
George W. Bush,3/14/03,3/15/03,58,37,4
George W. Bush,3/3/03,3/5/03,57,37,5
George W. Bush,2/24/03,2/26/03,56,37,5
George W. Bush,2/17/03,2/19/03,57,37,5
George W. Bush,2/7/03,2/9/03,61,33,4
George W. Bush,2/3/03,2/6/03,59,34,6
George W. Bush,1/31/03,2/2/03,60,35,4
George W. Bush,1/23/03,1/25/03,59,35,4
George W. Bush,1/20/03,1/22/03,58,35,6
George W. Bush,1/13/03,1/16/03,61,33,5
George W. Bush,1/10/03,1/12/03,57,37,5
George W. Bush,1/3/03,1/5/03,63,31,4
George W. Bush,12/19/02,12/22/02,61,32,6
George W. Bush,12/16/02,12/17/02,63,32,3
George W. Bush,12/5/02,12/8/02,63,29,7
George W. Bush,11/11/02,11/14/02,66,25,7
George W. Bush,11/8/02,11/10/02,68,26,4
George W. Bush,10/31/02,11/3/02,63,29,7
George W. Bush,10/21/02,10/22/02,66,28,4
George W. Bush,10/14/02,10/17/02,62,30,6
George W. Bush,10/3/02,10/6/02,67,27,4
George W. Bush,9/23/02,9/25/02,67,26,6
George W. Bush,9/18/02,9/18/02,66,29,4
George W. Bush,9/13/02,9/16/02,70,25,4
George W. Bush,9/5/02,9/8/02,65,30,4
George W. Bush,9/2/02,9/4/02,66,28,4
George W. Bush,8/19/02,8/21/02,65,27,6
George W. Bush,7/29/02,7/31/02,70,23,5
George W. Bush,7/26/02,7/28/02,68,25,5
George W. Bush,7/22/02,7/24/02,68,24,7
George W. Bush,7/9/02,7/11/02,72,21,5
George W. Bush,7/5/02,7/8/02,75,18,6
George W. Bush,6/21/02,6/23/02,73,20,6
George W. Bush,6/17/02,6/19/02,74,19,6
George W. Bush,6/7/02,6/8/02,74,18,7
George W. Bush,6/3/02,6/6/02,70,23,6
George W. Bush,5/28/02,5/29/02,76,16,6
George W. Bush,5/20/02,5/22/02,76,17,6
George W. Bush,5/6/02,5/9/02,75,19,4
George W. Bush,4/29/02,5/1/02,77,19,3
George W. Bush,4/22/02,4/24/02,76,16,6
George W. Bush,4/8/02,4/11/02,74,19,5
George W. Bush,4/5/02,4/7/02,75,19,5
George W. Bush,3/22/02,3/24/02,78,17,3
George W. Bush,3/18/02,3/20/02,79,15,4
George W. Bush,3/8/02,3/9/02,79,14,5
George W. Bush,3/4/02,3/7/02,76,18,5
George W. Bush,3/1/02,3/3/02,80,14,4
George W. Bush,2/8/02,2/10/02,81,13,4
George W. Bush,2/4/02,2/6/02,81,14,4
George W. Bush,1/25/02,1/27/02,84,13,2
George W. Bush,1/11/02,1/14/02,82,12,4
George W. Bush,12/14/01,12/16/01,85,10,3
George W. Bush,12/6/01,12/9/01,85,10,3
George W. Bush,11/26/01,11/27/01,87,8,4
George W. Bush,11/9/01,11/15/01,84,11,3
George W. Bush,11/8/01,11/11/01,86,9,3
George W. Bush,11/2/01,11/4/01,87,8,3
George W. Bush,10/19/01,10/21/01,88,9,2
George W. Bush,10/11/01,10/14/01,89,8,2
George W. Bush,10/5/01,10/7/01,87,9,3
George W. Bush,9/21/01,9/22/01,89,6,4
George W. Bush,9/14/01,9/15/01,85,9,4
George W. Bush,9/7/01,9/11/01,51,39,9
George W. Bush,8/24/01,8/26/01,55,35,9
George W. Bush,8/16/01,8/19/01,57,33,8
George W. Bush,8/10/01,8/12/01,57,35,7
George W. Bush,8/3/01,8/5/01,55,34,10
George W. Bush,7/19/01,7/22/01,55,33,10
George W. Bush,7/10/01,7/11/01,57,34,8
George W. Bush,6/28/01,7/1/01,52,34,13
George W. Bush,6/22/01,6/28/01,50,42,7
George W. Bush,6/11/01,6/17/01,52,34,12
George W. Bush,6/8/01,6/10/01,55,35,9
George W. Bush,5/18/01,5/20/01,55,35,8
George W. Bush,5/10/01,5/14/01,56,31,12
George W. Bush,5/7/01,5/9/01,53,32,14
George W. Bush,4/20/01,4/22/01,62,29,9
George W. Bush,4/6/01,4/8/01,59,29,11
George W. Bush,3/26/01,3/28/01,52,29,18
George W. Bush,3/9/01,3/11/01,58,28,13
George W. Bush,3/5/01,3/7/01,62,21,15
George W. Bush,2/19/01,2/21/01,61,21,16
George W. Bush,2/9/01,2/11/01,57,24,17
George W. Bush,2/1/01,2/4/01,57,25,18
William J. Clinton,1/10/01,1/14/01,66,29,5
William J. Clinton,1/5/01,1/7/01,63,31,4
William J. Clinton,12/15/00,12/17/00,71,26,1
William J. Clinton,12/2/00,12/4/00,59,35,5
William J. Clinton,11/13/00,11/15/00,63,32,4
William J. Clinton,10/25/00,10/26/00,56,38,5
William J. Clinton,10/6/00,10/9/00,58,36,4
William J. Clinton,9/11/00,9/13/00,60,34,5
William J. Clinton,8/29/00,9/3/00,62,35,2
William J. Clinton,8/18/00,8/19/00,61,35,3
William J. Clinton,8/11/00,8/12/00,57,38,3
William J. Clinton,8/4/00,8/5/00,63,32,4
William J. Clinton,7/25/00,7/26/00,56,39,4
William J. Clinton,7/14/00,7/16/00,59,36,3
William J. Clinton,7/6/00,7/9/00,59,35,5
William J. Clinton,6/22/00,6/25/00,54,39,5
William J. Clinton,6/6/00,6/7/00,59,36,3
William J. Clinton,5/18/00,5/21/00,57,36,5
William J. Clinton,5/4/00,5/7/00,57,36,6
William J. Clinton,4/28/00,4/30/00,58,39,2
William J. Clinton,3/30/00,4/2/00,62,33,3
William J. Clinton,3/17/00,3/19/00,55,39,5
William J. Clinton,3/10/00,3/12/00,63,34,3
William J. Clinton,2/25/00,2/27/00,56,39,3
William J. Clinton,2/14/00,2/15/00,61,34,4
William J. Clinton,2/4/00,2/5/00,62,33,3
William J. Clinton,1/25/00,1/26/00,64,31,3
William J. Clinton,1/17/00,1/19/00,61,35,3
William J. Clinton,1/13/00,1/16/00,59,36,4
William J. Clinton,1/7/00,1/10/00,63,34,2
William J. Clinton,12/20/99,12/21/99,57,35,6
William J. Clinton,12/9/99,12/12/99,56,41,2
William J. Clinton,11/18/99,11/21/99,59,36,5
William J. Clinton,11/4/99,11/7/99,58,38,4
William J. Clinton,10/21/99,10/24/99,59,35,4
William J. Clinton,10/8/99,10/10/99,56,38,4
William J. Clinton,9/23/99,9/26/99,59,37,2
William J. Clinton,9/10/99,9/14/99,60,38,1
William J. Clinton,8/24/99,8/26/99,59,35,5
William J. Clinton,8/16/99,8/18/99,59,35,4
William J. Clinton,8/3/99,8/4/99,60,35,4
William J. Clinton,7/23/99,7/25/99,64,30,4
William J. Clinton,7/16/99,7/18/99,57,38,3
William J. Clinton,7/13/99,7/14/99,58,36,4
William J. Clinton,6/25/99,6/27/99,57,40,1
William J. Clinton,6/11/99,6/13/99,61,34,3
William J. Clinton,6/4/99,6/5/99,59,35,4
William J. Clinton,5/21/99,5/23/99,56,39,4
William J. Clinton,5/7/99,5/9/99,60,35,5
William J. Clinton,4/30/99,5/2/99,60,36,3
William J. Clinton,4/26/99,4/27/99,59,35,4
William J. Clinton,4/13/99,4/14/99,59,35,4
William J. Clinton,4/6/99,4/7/99,58,35,6
William J. Clinton,3/30/99,3/31/99,64,31,4
William J. Clinton,3/19/99,3/21/99,64,33,3
William J. Clinton,3/12/99,3/14/99,61,34,3
William J. Clinton,3/5/99,3/7/99,67,28,3
William J. Clinton,2/26/99,2/28/99,65,30,3
William J. Clinton,2/19/99,2/21/99,66,29,4
William J. Clinton,2/12/99,2/13/99,66,31,2
William J. Clinton,2/9/99,2/9/99,69,27,2
William J. Clinton,2/8/99,2/9/99,62,34,3
William J. Clinton,2/4/99,2/8/99,65,33,2
William J. Clinton,2/2/99,2/7/99,59,37,3
William J. Clinton,1/27/99,1/27/99,67,31,2
William J. Clinton,1/22/99,1/24/99,69,29,2
William J. Clinton,1/15/99,1/17/99,69,29,2
William J. Clinton,1/8/99,1/10/99,67,30,3
William J. Clinton,1/6/99,1/6/99,63,34,3
William J. Clinton,12/12/98,12/13/98,63,34,2
William J. Clinton,12/4/98,12/6/98,65,29,4
William J. Clinton,11/20/98,11/22/98,65,30,4
William J. Clinton,11/13/98,11/15/98,65,31,3
William J. Clinton,10/29/98,11/1/98,65,30,3
William J. Clinton,10/23/98,10/25/98,65,31,2
William J. Clinton,10/9/98,10/12/98,65,31,3
William J. Clinton,10/6/98,10/7/98,63,33,3
William J. Clinton,9/23/98,9/24/98,65,30,3
William J. Clinton,9/21/98,9/21/98,65,31,3
William J. Clinton,9/20/98,9/20/98,59,34,5
William J. Clinton,9/14/98,9/15/98,63,34,2
William J. Clinton,9/11/98,9/12/98,63,34,2
William J. Clinton,9/10/98,9/10/98,59,36,3
William J. Clinton,9/1/98,9/1/98,62,32,4
William J. Clinton,8/21/98,8/23/98,61,34,3
William J. Clinton,8/20/98,8/20/98,60,34,5
William J. Clinton,8/18/98,8/18/98,65,29,5
William J. Clinton,8/17/98,8/17/98,61,32,5
William J. Clinton,8/10/98,8/12/98,64,29,5
William J. Clinton,8/7/98,8/8/98,63,31,4
William J. Clinton,7/29/98,7/29/98,64,31,3
William J. Clinton,7/13/98,7/14/98,63,31,6
William J. Clinton,7/7/98,7/8/98,61,33,5
William J. Clinton,6/22/98,6/23/98,60,33,6
William J. Clinton,6/5/98,6/7/98,60,33,5
William J. Clinton,5/8/98,5/10/98,64,30,4
William J. Clinton,4/17/98,4/19/98,63,30,5
William J. Clinton,4/1/98,4/1/98,67,28,4
William J. Clinton,3/20/98,3/22/98,65,28,5
William J. Clinton,3/16/98,3/16/98,66,29,4
William J. Clinton,3/6/98,3/9/98,63,31,6
William J. Clinton,2/20/98,2/22/98,65,29,5
William J. Clinton,2/13/98,2/15/98,66,29,3
William J. Clinton,1/30/98,2/1/98,68,28,3
William J. Clinton,1/28/98,1/28/98,66,27,5
William J. Clinton,1/25/98,1/26/98,59,37,4
William J. Clinton,1/24/98,1/25/98,60,35,5
William J. Clinton,1/16/98,1/18/98,59,30,10
William J. Clinton,1/6/98,1/7/98,59,31,9
William J. Clinton,12/18/97,12/21/97,55,36,7
William J. Clinton,11/21/97,11/23/97,60,30,9
William J. Clinton,11/6/97,11/9/97,58,31,9
William J. Clinton,10/27/97,10/29/97,58,32,9
William J. Clinton,10/3/97,10/5/97,55,35,8
William J. Clinton,9/25/97,9/28/97,57,32,9
William J. Clinton,9/6/97,9/7/97,60,27,11
William J. Clinton,8/22/97,8/25/97,60,33,6
William J. Clinton,8/12/97,8/13/97,60,32,7
William J. Clinton,7/25/97,7/27/97,58,34,7
William J. Clinton,6/26/97,6/29/97,55,35,9
William J. Clinton,5/30/97,6/1/97,56,35,8
William J. Clinton,5/6/97,5/7/97,57,35,7
William J. Clinton,4/18/97,4/20/97,54,37,9
William J. Clinton,4/11/97,4/13/97,54,36,9
William J. Clinton,3/24/97,3/26/97,59,35,6
William J. Clinton,2/24/97,2/26/97,56,32,10
William J. Clinton,1/31/97,2/2/97,59,30,9
William J. Clinton,1/10/97,1/13/97,61,30,7
William J. Clinton,1/3/97,1/5/97,57,34,7
William J. Clinton,12/9/96,12/11/96,57,34,8
William J. Clinton,11/21/96,11/24/96,57,34,7
William J. Clinton,10/25/96,10/27/96,54,36,9
William J. Clinton,10/1/96,10/2/96,58,34,8
William J. Clinton,8/30/96,9/1/96,60,33,7
William J. Clinton,8/23/96,8/25/96,52,39,8
William J. Clinton,8/16/96,8/18/96,52,39,9
William J. Clinton,8/5/96,8/7/96,57,36,6
William J. Clinton,7/26/96,7/28/96,57,35,7
William J. Clinton,7/18/96,7/21/96,56,35,8
William J. Clinton,6/27/96,6/30/96,51,41,6
William J. Clinton,6/18/96,6/19/96,57,36,5
William J. Clinton,5/28/96,5/29/96,53,38,8
William J. Clinton,5/9/96,5/12/96,54,38,6
William J. Clinton,4/25/96,4/28/96,56,36,7
William J. Clinton,4/9/96,4/10/96,53,40,6
William J. Clinton,3/15/96,3/17/96,52,38,8
William J. Clinton,3/8/96,3/10/96,54,37,8
William J. Clinton,2/23/96,2/25/96,53,40,6
William J. Clinton,1/26/96,1/29/96,52,42,6
William J. Clinton,1/12/96,1/15/96,46,46,7
William J. Clinton,1/5/96,1/7/96,42,49,8
William J. Clinton,12/15/95,12/18/95,50,43,5
William J. Clinton,11/17/95,11/18/95,53,37,9
William J. Clinton,11/6/95,11/8/95,52,40,7
William J. Clinton,10/19/95,10/22/95,49,39,11
William J. Clinton,10/5/95,10/7/95,46,42,11
William J. Clinton,9/22/95,9/24/95,47,43,8
William J. Clinton,9/14/95,9/17/95,43,43,12
William J. Clinton,8/28/95,8/30/95,45,43,11
William J. Clinton,8/4/95,8/7/95,45,42,12
William J. Clinton,7/20/95,7/23/95,46,43,9
William J. Clinton,7/7/95,7/9/95,47,43,9
William J. Clinton,6/5/95,6/6/95,46,42,10
William J. Clinton,5/11/95,5/14/95,50,42,7
William J. Clinton,4/21/95,4/24/95,50,39,9
William J. Clinton,4/17/95,4/19/95,46,45,8
William J. Clinton,4/5/95,4/6/95,46,44,8
William J. Clinton,3/27/95,3/29/95,43,47,9
William J. Clinton,3/17/95,3/19/95,44,45,9
William J. Clinton,2/24/95,2/26/95,42,47,9
William J. Clinton,2/3/95,2/5/95,48,44,6
William J. Clinton,1/16/95,1/18/95,46,45,7
William J. Clinton,12/28/94,12/30/94,40,51,8
William J. Clinton,12/16/94,12/18/94,42,52,4
William J. Clinton,12/2/94,12/5/94,42,50,7
William J. Clinton,11/28/94,11/29/94,43,48,7
William J. Clinton,11/2/94,11/6/94,45,46,7
William J. Clinton,10/22/94,10/25/94,47,46,5
William J. Clinton,10/18/94,10/19/94,41,52,7
William J. Clinton,10/7/94,10/9/94,42,51,5
William J. Clinton,9/23/94,9/25/94,43,51,4
William J. Clinton,9/16/94,9/18/94,42,50,8
William J. Clinton,9/6/94,9/7/94,39,53,6
William J. Clinton,8/15/94,8/16/94,39,51,8
William J. Clinton,8/8/94,8/9/94,43,48,8
William J. Clinton,7/15/94,7/17/94,42,48,8
William J. Clinton,7/1/94,7/3/94,43,48,8
William J. Clinton,6/25/94,6/28/94,44,47,8
William J. Clinton,6/11/94,6/12/94,49,43,7
William J. Clinton,6/3/94,6/6/94,45,47,7
William J. Clinton,5/20/94,5/22/94,50,42,6
William J. Clinton,4/22/94,4/24/94,48,44,7
William J. Clinton,4/16/94,4/18/94,50,40,8
William J. Clinton,3/28/94,3/30/94,50,42,7
William J. Clinton,3/25/94,3/27/94,52,40,6
William J. Clinton,3/11/94,3/13/94,50,41,8
William J. Clinton,3/7/94,3/8/94,50,41,8
William J. Clinton,2/26/94,2/28/94,53,40,5
William J. Clinton,1/28/94,1/30/94,57,34,7
William J. Clinton,1/15/94,1/17/94,53,38,8
William J. Clinton,1/6/94,1/8/94,54,38,7
William J. Clinton,12/17/93,12/19/93,47,42,9
William J. Clinton,12/4/93,12/6/93,52,38,9
William J. Clinton,11/19/93,11/21/93,47,43,8
William J. Clinton,11/15/93,11/16/93,49,42,7
William J. Clinton,11/2/93,11/4/93,47,44,7
William J. Clinton,10/28/93,10/30/93,47,44,7
William J. Clinton,10/13/93,10/18/93,47,44,9
William J. Clinton,10/8/93,10/10/93,50,41,8
William J. Clinton,9/24/93,9/26/93,56,34,8
William J. Clinton,9/13/93,9/15/93,46,42,10
William J. Clinton,9/10/93,9/12/93,46,41,11
William J. Clinton,8/23/93,8/25/93,44,46,8
William J. Clinton,8/8/93,8/10/93,43,47,8
